کام,کام,kam,kam,ADJ,ADJ,«کام»[ADJ],کام سیاسەتمەداری کوردستان ختوکەی دەرکەوتنی لە بەرنامەی «دیدار» بە دڵیدا گوزەری نەکردووە؟,694,کام@کام@ADJ,kam@kam@ADJ
کەمتەرخەم,کەمتەرخەم,kemterxem,kemterxem,ADJ,ADJ,«کەمتەرخەم»[ADJ],پارتیی دێموکراتی کوردستان بە کەمتەرخەم دەزانێت و دەیخاتە بەر ڕەخنەی زۆر جیددییەوە,718,کەمتەرخەم@کەمتەرخەم@ADJ,kemterxem@kemterxem@ADJ
کوردستانی,کوردستانی,kurdistanî,kurdistanî,ADJ,ADJ,«کوردستانی»[ADJ]{NE=Demonym},هەر بۆیەیشە ئەوان خۆیان بە کورد و کوردستانی دەزانن و لە کوردیش کوردترن.,721,کوردستانی@کوردستانی@ADJ,kurdistanî@kurdistanî@ADJ
کوردی,کوردی,kurdî,kurdî,ADJ,ADJ,«کوردی»[ADJ]{NE=Language},پێویستە جاری سێیەم دەسەڵاتی کوردی لە هەرێمی کوردستان سوود لە ڕووداوەکان وەگرێ,722,کوردی@کوردی@ADJ,kurdî@kurdî@ADJ
کوێر,کوێر,kwêr,kwêr,ADJ,ADJ,«کوێر»[ADJ],بۆ چی کوێر بووین؟,726,کوێر@کوێر@ADJ,kwêr@kwêr@ADJ
کۆمەڵکوژی,کۆمەڵکوژی,komełkujî,komełkujî,ADJ,ADJ,«کۆمەڵکوژی»[ADJ],وەزارەتی دەرەوەی عێراق بۆ پۆلینکردنی تاوانەکانی کۆمەڵکوژی ڕژێمی بەعس؛ هەوڵی دەرکردنی بڕیارێکی نێودەوڵەتی دەدات,732,کۆمەڵکوژی@کۆمەڵکوژی@ADJ,komełkujî@komełkujî@ADJ
کۆیی,کۆیی,koyî,koyî,ADJ,ADJ,«کۆیی»[ADJ]{NE=Demonym},فانی تەواوکەری قوتابخانەی شیعریی نەتەوەیی خانی و حاجی قادری کۆیی,739,کۆیی@کۆیی@ADJ,koyî@koyî@ADJ
گیرۆدە,گیرۆدە,gîrode,gîrode,ADJ,ADJ,«گیرۆدە»[ADJ],دابەزینی تەمەنی گیرۆدە بوون بە ماددە سڕکەرەکان لە ئێران,774,گیرۆدە@گیرۆدە@ADJ,gîrode@gîrode@ADJ
لەسەرخۆ,لەسەرخۆ,leserxo,leserxo,ADJ,ADJ,«لەسەرخۆ»[ADJ],"لەسەرخۆ گوتی: ئانا، ئەوە تۆی ئاوا قسە دەکەیت؟",785,لەسەرخۆ@لەسەرخۆ@ADJ,leserxo@leserxo@ADJ
لەق,لەق,leq,leq,ADJ,ADJ,«لەق»[ADJ],شوێنی لیندسی هەروا لەق دەبیت,787,لەق@لەق@ADJ,leq@leq@ADJ
مادی,مادی,madî,madî,ADJ,ADJ,«ماددی»{NS}[ADJ],حکومەت پابەند دەکەین بە هاوکاریی مادی بۆ بواری کشتوکاڵ و ئاودێری,812,مادی@مادی@ADJ,madî@madî@ADJ
مەحکووم,مەحکووم,meḧkûm,meḧkûm,ADJ,ADJ,«مەحکووم»[ADJ],کۆمەڵێک لە خوێندکارانی سەردەشت کۆمەڵکوژییەکەی شرناخیان مەحکووم کرد,837,مەحکووم@مەحکووم@ADJ,meḧkûm@meḧkûm@ADJ
مێژوویی,مێژوویی,mêjûyî,mêjûyî,ADJ,ADJ,«مێژوویی»[ADJ],مەلا بەختیار: یەکێتی ڕۆڵێکی مێژوویی گێڕاوە لە دیموکراتیزەکردنی عێراقدا,857,مێژوویی@مێژوویی@ADJ,mêjûyî@mêjûyî@ADJ
نەتەوەیی,نەتەوەیی,neteweyî,neteweyî,ADJ,ADJ,«نەتەوەیی»[ADJ],کەجەکە؛ کۆنگرەی نەتەوەیی لەم قۆناغەدا گرنگە,880,نەتەوەیی@نەتەوەیی@ADJ,neteweyî@neteweyî@ADJ
نوێ,نوێ,nwê,nwê,ADJ,ADJ,«نوێ»[ADJ],پیلانێکی نوێ بۆ تیرۆرکردنی ئەیاد عەللاوی سەرۆکی لیستی ئەلعێراقییە ئاشکرا کرا,893,نوێ@نوێ@ADJ,nwê@nwê@ADJ
نێودەوڵەتی,نێودەوڵەتی,nêwdewłetî,nêwdewłetî,ADJ,ADJ,«نێودەوڵەتی»[ADJ],چاودێری کوردۆساید لە گەڵ داواکاری گشتی دادگایی تاوانی نێودەوڵەتی کۆ دەبێتەوە,907,نێودەوڵەتی@نێودەوڵەتی@ADJ,nêwdewłetî@nêwdewłetî@ADJ
هەتاوی,هەتاوی,hetawî,hetawî,ADJ,ADJ,«هەتاوی»[ADJ]{Gradable=No},یەکشەممە 19 ی گەلاوێژی ساڵی 1393 ی هەتاوی,921,هەتاوی@هەتاوی@ADJ,hetawî@hetawî@ADJ
هەر,هەر,her,her,ADJ,ADJ,«هەر»[ADJ],"بە تێپەڕ بوونی هەر ڕۆژێک، دەوڵەتی ئێران درێژە بە بەرنامە ناوکییەکانی خۆی دەدا",922,هەر@هەر@ADJ,her@her@ADJ
هەمان,هەمان,heman,heman,ADJ,ADJ,«هەمان»[ADJ],"ئەو ترسەی ئەوان شەش حەوت ساڵە لە بەغدا لایان دروست بووە، هەمان ئەو ترسەیە کە کورد لە دروستبوونی دەوڵەتی عێراقەوە و لە ماوەی 90 ساڵی ڕابردوودا هەیبووە",940,هەمان@هەمان@ADJ,heman@heman@ADJ
هەموو,هەموو,hemû,hemû,ADJ,ADJ,«هەموو»[ADJ],لە ڕووی دەستوریەوە ئەو گرێبەستانە تەواون و مالیکیش هەموو کارتەکانی خۆی لە دەست داوە.,942,هەموو@هەموو@ADJ,hemû@hemû@ADJ
یاسایی,یاسایی,yasayî,yasayî,ADJ,ADJ,«یاسایی»[ADJ],"لە گشت بژاردە یاسایی و مەدەنییەکان لە کاتی خۆیدا، کەڵک وەردەگرێت.",988,یاسایی@یاسایی@ADJ,yasayî@yasayî@ADJ
باش,باشتر,baş,baştir,ADJ;CMPR,ADJ;CMPR,«باش»[ADJ]«تر»{Degree=Cmp},ئەگەر مامە یەحیا لەجیاتی کۆتر پەپوولەی ڕاگرتایە زۆر باشتر دەبوو.,137,باش@باشتر@ADJ;CMPR,baş@baştir@ADJ;CMPR
پتر,پتر,pitir,pitir,ADJ;CMPR,ADJ;CMPR,«پتر»[ADJ]{Degree=Cmp},پتر لە بیست ساڵە دەنووسێ.,225,پتر@پتر@ADJ;CMPR,pitir@pitir@ADJ;CMPR
درێژ,درێژتر,dirêj,dirêjtir,ADJ;CMPR,ADJ;CMPR,«درێژ»[ADJ]«تر»{Degree=Cmp},تفەنگەکەی وەها گرتبوو ئەتکوت دەستی خۆیەتی و درێژتر بۆتەوە.,417,درێژ@درێژتر@ADJ;CMPR,dirêj@dirêjtir@ADJ;CMPR
زیا,زیاتر,zya,zyatir,ADJ;CMPR,ADJ;CMPR,«زیا»[ADJ]«تر»{Degree=Cmp},زیاتر لە 2500 کەسی دیکە لە سلێمانی دادەمەزرێنرێت,509,زیا@زیاتر@ADJ;CMPR,zya@zyatir@ADJ;CMPR
گران,گرانتر,giran,girantir,ADJ;CMPR,ADJ;CMPR,«گران»[ADJ]«تر»{Degree=Cmp},لەم کوردستانە نەوتستانەدا یەک لیتر نەوت لە زۆربەی زۆری شوێنە بێ نەوتەکانی دنیا زۆر گرانتر بێت؟,745,گران@گرانتر@ADJ;CMPR,giran@girantir@ADJ;CMPR
زیا,زیاتری,zya,zyatirî,ADJ;CMPR;[IZAFE],ADJ;CMPR;LGSPEC1,«زیا»[ADJ]«تر»{Degree=Cmp}«ی»{Clitic=Izafe},مەلا بەختیار لە هۆڵەندا: بەهاناوەچوونی زیاتری ئاوارەکانی چیای شنگال و کۆبانێ,510,زیا@زیاتری@ADJ;CMPR;LGSPEC1,zya@zyatirî@ADJ;CMPR;LGSPEC1
بەریتانی,بەریتانییەکان,berîtanî,berîtanîyekan,ADJ;DEF;PL,ADJ;DEF;PL,«بەریتانی»[ADJ]{NE=Demonym}«ەکە»{Definite=Def}«ان»{Number=Plur},بە یەکێک لە گەنجترین تیرۆرستە بەریتانیەیکان دادەنرێت.,176,بەریتانی@بەریتانییەکان@ADJ;DEF;PL,berîtanî@berîtanîyekan@ADJ;DEF;PL
پاڵەوان,پاڵەوانەکان,pałewan,pałewanekan,ADJ;DEF;PL,ADJ;DEF;PL,«پاڵەوان»[ADJ]«ەکە»{Definite=Def}«ان»{Number=Plur},ئەو ڕاپۆرتەی ناوبژیوان پاش کۆتایی هاتنی یاری کۆتایی جامی یانە پاڵەوانەکان پێشکەشی یەکێتی ناوبراوی کردووە.,220,پاڵەوان@پاڵەوانەکان@ADJ;DEF;PL,pałewan@pałewanekan@ADJ;DEF;PL
پەیوەندیدار,پەیوەندیدارەکان,peywendîdar,peywendîdarekan,ADJ;DEF;PL,ADJ;DEF;PL,«پەیوەندیدار»[ADJ]«ەکە»{Definite=Def}«ان»{Number=Plur},لایەنە پەیوەندیدارەکان لە کوردستان و عێراق,238,پەیوەندیدار@پەیوەندیدارەکان@ADJ;DEF;PL,peywendîdar@peywendîdarekan@ADJ;DEF;PL
تایبەت,تایبەتەکان,taybet,taybetekan,ADJ;DEF;PL,ADJ;DEF;PL,«تایبەت»[ADJ]«ەکە»{Definite=Def}«ان»{Number=Plur},پەرلەمان گفتوگۆی پێنج پڕۆژەیاسای تایبەت بە خاوەن پێداویستییە تایبەتەکان دەکات,273,تایبەت@تایبەتەکان@ADJ;DEF;PL,taybet@taybetekan@ADJ;DEF;PL
جیهانی,جیهانییەکان,cîhanî,cîhanîyekan,ADJ;DEF;PL,ADJ;DEF;PL,«جیهانی»[ADJ]«ەکە»{Definite=Def}«ان»{Number=Plur},زەریف: بزووتنەوە ی بێلایەنەکان بۆ چارەسەریی کێشە جیهانییەکان هەوڵ دەدات,317,جیهانی@جیهانییەکان@ADJ;DEF;PL,cîhanî@cîhanîyekan@ADJ;DEF;PL
چینی,چینییەکان,çînî,çînîyekan,ADJ;DEF;PL,ADJ;DEF;PL,«چینی»[ADJ]{NE=Demonym}«ەکە»{Definite=Def}«ان»{Number=Plur},"پەیوەندیی یەکەمی چینییەکان لە عیراق، لەگەڵ یەکێتیدایە",346,چینی@چینییەکان@ADJ;DEF;PL,çînî@çînîyekan@ADJ;DEF;PL
دووگیان,دووگیانەکان,dûgyan,dûgyanekan,ADJ;DEF;PL,ADJ;DEF;PL,«دووگیان»[ADJ]«ەکە»{Definite=Def}«ان»{Number=Plur},"نەبوونی خوێن، ژنە دووگیانەکان دەخاتە مەترسییەوە",478,دووگیان@دووگیانەکان@ADJ;DEF;PL,dûgyan@dûgyanekan@ADJ;DEF;PL
سرووشتی,سرووشتییەکان,sirûştî,sirûştîyekan,ADJ;DEF;PL,ADJ;DEF;PL,«سرووشتی»[ADJ]«ەکە»{Definite=Def}«ان»{Number=Plur},ماددە سرووشتییەکان و ڕەونەقی قژ,570,سرووشتی@سرووشتییەکان@ADJ;DEF;PL,sirûştî@sirûştîyekan@ADJ;DEF;PL
شیعە,شیعەکان,şî’e,şî’ekan,ADJ;DEF;PL,ADJ;DEF;PL,«شیعە»[ADJ]«ەکە»{Definite=Def}«ان»{Number=Plur},"هاوپەیمانێتیی شیعەکان، چ کاریگەرییەکی لەسەر پێگەی کورد دەبێت؟",635,شیعە@شیعەکان@ADJ;DEF;PL,şî’e@şî’ekan@ADJ;DEF;PL
هۆشبەر,هۆشبەرەکان,hoşber,hoşberekan,ADJ;DEF;PL,ADJ;DEF;PL,«هۆشبەر»[ADJ]«ەکە»{Definite=Def}«ان»{Number=Plur},مردنی ڕۆژانە 9 کەسی تووشبوو بە مادەهۆشبەرەکان لە ساڵی ڕابردوودا,949,هۆشبەر@هۆشبەرەکان@ADJ;DEF;PL,hoşber@hoşberekan@ADJ;DEF;PL
دووقۆڵی,دووقۆڵییەکانی,dûqołî,dûqołîyekanî,ADJ;DEF;PL;[IZAFE],ADJ;DEF;PL;LGSPEC1,«دووقۆڵی»[ADJ]{Gradable=No}«ەکە»{Definite=Def}«ان»{Number=Plur}«ی»{Clitic=Izafe},پێشکەوتنی پەیوەندییە دووقۆڵییەکانی نێوان کۆماری عێراق و کۆماری پورتوگال,475,دووقۆڵی@دووقۆڵییەکانی@ADJ;DEF;PL;LGSPEC1,dûqołî@dûqołîyekanî@ADJ;DEF;PL;LGSPEC1
مادی,مادییەکانی,madî,madîyekanî,ADJ;DEF;PL;[IZAFE],ADJ;DEF;PL;LGSPEC1,«ماددی»{NS}[ADJ]«ەکە»{Definite=Def}«ان»{Number=Plur}«ی»{Clitic=Izafe},گەر کۆمەکە مادییەکانی دەوڵەتی زلهێزی ئەمریکا نەبووایە,813,مادی@مادییەکانی@ADJ;DEF;PL;LGSPEC1,madî@madîyekanî@ADJ;DEF;PL;LGSPEC1
یاریزان,یاریزانەکانی,yarîzan,yarîzanekanî,ADJ;DEF;PL;[IZAFE],ADJ;DEF;PL;LGSPEC1,«یاریزان»[ADJ]«ەکە»{Definite=Def}«ان»{Number=Plur}«ی»{Clitic=Izafe},مۆرینیۆ یاریزانەکانی بۆ یاریی کۆتایی ئاشکرا کرد,983,یاریزان@یاریزانەکانی@ADJ;DEF;PL;LGSPEC1,yarîzan@yarîzanekanî@ADJ;DEF;PL;LGSPEC1
پێشمەرگە,پێشمەرگەکاندا,pêşmerge,pêşmergekanda,ADJ;DEF;PL;[DA],ADJ;DEF;PL;LGSPEC4(DA),«پێشمەرگە»[ADJ]«ەکە»{Definite=Def}«ان»{Number=Plur}«دا»{Clitic=Da}{AdpType=Circ},دواتر بەشوێن پێشمەرگەکاندا دەگەڕا,254,پێشمەرگە@پێشمەرگەکاندا@ADJ;DEF;PL;LGSPEC4(DA),pêşmerge@pêşmergekanda@ADJ;DEF;PL;LGSPEC4(DA)
هەڵە,هەڵەکانن,hełe,hełekanin,ADJ;DEF;PL;[COP3P],ADJ;DEF;PL;LGSPEC7(3P),«هەڵە»[ADJ]«ەکە»{Definite=Def}«ان»{Number=Plur}«ن»{Copula}{Person=3}{Number=Plur},بارزانی و تاڵەبانی بەرپرسی یەکەمی هەڵەکانن,938,هەڵە@هەڵەکانن@ADJ;DEF;PL;LGSPEC7(3P),hełe@hełekanin@ADJ;DEF;PL;LGSPEC7(3P)
بەجێ,بەجێیەک,becê,becêyek,ADJ;INDF,ADJ;INDF,«بەجێ»[ADJ]«ێک»{Definite=Ind},لەم دوایییانەدا عەجوولی و هاروهاجییەکەی بەجێیەک گەیاندبوو کە ترسی خستبووە دڵی دایکییەوە.,165,بەجێ@بەجێیەک@ADJ;INDF,becê@becêyek@ADJ;INDF
گەنج,گەنجێک,genc,gencêk,ADJ;INDF,ADJ;INDF,«گەنج»[ADJ]«ێک»{Definite=Ind},دەربەندیخان: گەنجێک لە سیروانا دەخنکێت,756,گەنج@گەنجێک@ADJ;INDF,genc@gencêk@ADJ;INDF
چالاک,چالاکێکی,çalak,çalakêkî,ADJ;INDF;[IZAFE],ADJ;INDF;LGSPEC1,«چالاک»[ADJ]«ێک»{Definite=Ind}«ی»{Clitic=Izafe},دۆزینەوەی تەرمێکی شکەنجە کراوی چالاکێکی سیاسی لە مەهاباد,328,چالاک@چالاکێکی@ADJ;INDF;LGSPEC1,çalak@çalakêkî@ADJ;INDF;LGSPEC1
چەکدار,چەکدارێکی,çekdar,çekdarêkî,ADJ;INDF;[IZAFE],ADJ;INDF;LGSPEC1,«چەکدار»[ADJ]«ێک»{Definite=Ind}«ی»{Clitic=Izafe},نووسەرێکی کۆبانی: هەر چەکدارێکی داعش لە کۆبانی تەمەنی لە شەش ڕۆژ زیاتر نییە,336,چەکدار@چەکدارێکی@ADJ;INDF;LGSPEC1,çekdar@çekdarêkî@ADJ;INDF;LGSPEC1
زیندانی,زیندانییەکی,zîndanî,zîndanîyekî,ADJ;INDF;[IZAFE],ADJ;INDF;LGSPEC1,«زیندانی»[ADJ]«ێک»{Definite=Ind}«ی»{Clitic=Izafe},سەر لە بەیانی ئەمڕۆ کاتژمێر 6 زیندانییەکی مەحکووم بە ئیعدام لەلایەن لێپرسراوانی زیندانی ورمێیەوە بۆ شوێنێکی نادیار ڕاگوێزرا,512,زیندانی@زیندانییەکی@ADJ;INDF;LGSPEC1,zîndanî@zîndanîyekî@ADJ;INDF;LGSPEC1
ڕێکخراو,ڕێکخراوێکی,řêkxiraw,řêkxirawêkî,ADJ;INDF;[IZAFE],ADJ;INDF;LGSPEC1,«ڕێکخراو»[ADJ]«ێک»{Definite=Ind}«ی»{Clitic=Izafe},ڕێکخراوێکی نیودەوڵەتی حکومەتی تورکیە بە پێشێلکاری بەربڵاو دژ بە ئازادی ڕادەربڕین تاوانبار دەکات,555,ڕێکخراو@ڕێکخراوێکی@ADJ;INDF;LGSPEC1,řêkxiraw@řêkxirawêkî@ADJ;INDF;LGSPEC1
لاو,لاوێکی,law,lawêkî,ADJ;INDF;[IZAFE],ADJ;INDF;LGSPEC1,«لاو»[ADJ]«ێک»{Definite=Ind}«ی»{Clitic=Izafe},چەکی کڵاشینیکۆف گیانی لاوێکی 18 ساڵەی جوانڕۆیی ستاند,776,لاو@لاوێکی@ADJ;INDF;LGSPEC1,law@lawêkî@ADJ;INDF;LGSPEC1
یاریزان,یاریزانێکی,yarîzan,yarîzanêkî,ADJ;INDF;[IZAFE],ADJ;INDF;LGSPEC1,«یاریزان»[ADJ]«ێک»{Definite=Ind}«ی»{Clitic=Izafe},بەرشەلۆنە و مان سیتی لەپێناو یاریزانێکی 14 ساڵیدا ململانێ دەکەن,984,یاریزان@یاریزانێکی@ADJ;INDF;LGSPEC1,yarîzan@yarîzanêkî@ADJ;INDF;LGSPEC1
